Discipline,Subfield,Methodology,Title,Abstract,URL,Source
Information Technology,Data Management,Theoretical / Conceptual,"The Changing Locus of Health Data Production and Use: Patient-Generated
  Health Data, Observations of Daily Living, and Personal Health Information
  Management","Despite the growing attention of researcher, healthcare managers and policy
makers, data gathering and information management practices are largely
untheorized areas. In this work are presented and discussed some early-stage
conceptualizations: Patient-Generated Health Data (PGHD), Observations of Daily
Living (ODLs) and Personal Health Information Management (PHIM). As I shall try
to demonstrate, these labels are not neutral rather they underpin quite
different perspectives with respect to health, patient-doctor relationship, and
the status of data.",http://arxiv.org/abs/1606.09589v3,arXiv
Information Technology,Data Management,Theoretical / Conceptual,"Exploring Data Management Challenges and Solutions in Agile Software
  Development: A Literature Review and Practitioner Survey","Context: Managing data related to a software product and its development
poses significant challenges for software projects and agile development teams.
These include integrating data from diverse sources and ensuring data quality
amidst continuous change and adaptation. Objective: The paper systematically
explores data management challenges and potential solutions in agile projects,
aiming to provide insights into data management challenges and solutions for
both researchers and practitioners. Method: We employed a mixed-methods
approach, including a systematic literature review (SLR) to understand the
state-of-research followed by a survey with practitioners to reflect on the
state-of-practice. The SLR reviewed 45 studies, identifying and categorizing
data management aspects along with their associated challenges and solutions.
The practitioner survey captured practical experiences and solutions from 32
industry practitioners who were significantly involved in data management to
complement the findings from the SLR. Results: Our findings identified major
data management challenges in practice, such as managing data integration
processes, capturing diverse data, automating data collection, and meeting
real-time analysis requirements. To address the challenges, solutions such as
automation tools, decentralized data management practices, and ontology-based
approaches have been identified. The solutions enhance data integration,
improve data quality, and enable real-time decision-making by providing
flexible frameworks tailored to agile project needs. Conclusion: The study
pinpointed significant challenges and actionable solutions in data management
for agile software development. Our findings provide practical implications for
practitioners and researchers, emphasizing the development of effective data
management practices and tools to address those challenges and improve project
success.",http://arxiv.org/abs/2402.00462v4,arXiv
Information Technology,Data Management,Theoretical / Conceptual,"Designing for Recommending Intermediate States in A Scientific Workflow
  Management System","To process a large amount of data sequentially and systematically, proper
management of workflow components (i.e., modules, data, configurations,
associations among ports and links) in a Scientific Workflow Management System
(SWfMS) is inevitable. Managing data with provenance in a SWfMS to support
reusability of workflows, modules, and data is not a simple task. Handling such
components is even more burdensome for frequently assembled and executed
complex workflows for investigating large datasets with different technologies
(i.e., various learning algorithms or models). However, a great many studies
propose various techniques and technologies for managing and recommending
services in a SWfMS, but only a very few studies consider the management of
data in a SWfMS for efficient storing and facilitating workflow executions.
Furthermore, there is no study to inquire about the effectiveness and
efficiency of such data management in a SWfMS from a user perspective. In this
paper, we present and evaluate a GUI version of such a novel approach of
intermediate data management with two use cases (Plant Phenotyping and
Bioinformatics). The technique we call GUI-RISPTS (Recommending Intermediate
States from Pipelines Considering Tool-States) can facilitate executions of
workflows with processed data (i.e., intermediate outcomes of modules in a
workflow) and can thus reduce the computational time of some modules in a
SWfMS. We integrated GUI-RISPTS with an existing workflow management system
called SciWorCS. In SciWorCS, we present an interface that users use for
selecting the recommendation of intermediate states (i.e., modules' outcomes).
We investigated GUI-RISP's effectiveness from users' perspectives along with
measuring its overhead in terms of storage and efficiency in workflow
execution.",http://arxiv.org/abs/2010.04880v1,arXiv
Information Technology,Data Management,Theoretical / Conceptual,"DroneXNFT: An NFT-Driven Framework for Secure Autonomous UAV Operations
  and Flight Data Management","Non-Fungible Tokens (NFTs) have emerged as a revolutionary method for
managing digital assets, providing transparency and secure ownership records on
a blockchain. In this paper, we present a theoretical framework for leveraging
NFTs to manage UAV (Unmanned Aerial Vehicle) flight data. Our approach focuses
on ensuring data integrity, ownership transfer, and secure data sharing among
stakeholders. This framework utilizes cryptographic methods, smart contracts,
and access control mechanisms to enable a tamper-proof and privacy-preserving
management system for UAV flight data.",http://arxiv.org/abs/2409.06507v1,arXiv
Information Technology,User Support,Quantitative,Implementasi Algoritma Support Vector Machine dan Chi Square untuk Analisis Sentimen User Feedback Aplikasi,"<jats:p>In order to adapt with evolving requirements and perform continuous software maintenance, it is essential for the software developers to understand the content of user feedback. User feedback such as bug report could provide so much information regarding the product from user's point of view, especially parts that need improvements. However, it is often difficult to read all the feedback for products with enormous number of users as manually reading and analyzing each feedback could take too much time and effort. This research aims to develop a model for automatic feedback classification by implementing Support Vector Machine for the classifier's algorithm and Chi-square method for feature selection. The model is developed using Python programming language and is then evaluated under different scenarios in order to measure its performance. Using a ratio of training and testing set of 80:20, our model achieved 77% accuracy, 50% precision, 55% recall, and 73% F1-score with 6.63 critical value and C=100 and gamma 0.001 as the SVM hyperparameters.</jats:p>",https://doi.org/10.31937/ti.v12i2.1828,CrossRef
Information Technology,User Support,Quantitative,Expert Consensus Survey on Digital Health Tools for Patients With Serious Mental Illness: Optimizing for User Characteristics and User Support,"<jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Digital technology is increasingly being used to enhance health care in various areas of medicine. In the area of serious mental illness, it is important to understand the special characteristics of target users that may influence motivation and competence to use digital health tools, as well as the resources and training necessary for these patients to facilitate the use of this technology.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Objective</jats:title>
            <jats:p>The aim of this study was to conduct a quantitative expert consensus survey to identify key characteristics of target users (patients and health care professionals), barriers and facilitators for appropriate use, and resources needed to optimize the use of digital health tools in patients with serious mental illness.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>A panel of 40 experts in digital behavioral health who met the participation criteria completed a 19-question survey, rating predefined responses on a 9-point Likert scale. Consensus was determined using a chi-square test of score distributions across three ranges (1-3, 4-6, 7-9). Categorical ratings of first, second, or third line were designated based on the lowest category into which the CI of the mean ratings fell, with a boundary &gt;6.5 for first line. Here, we report experts’ responses to nine questions (265 options) that focused on (1) user characteristics that would promote or hinder the use of digital health tools, (2) potential benefits or motivators and barriers or unintended consequences of digital health tool use, and (3) support and training for patients and health care professionals.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Among patient characteristics most likely to promote use of digital health tools, experts endorsed interest in using state-of-the-art technology, availability of necessary resources, good occupational functioning, and perception of the tool as beneficial. Certain disease-associated signs and symptoms (eg, more severe symptoms, substance abuse problems, and a chaotic living situation) were considered likely to make it difficult for patients to use digital health tools. Enthusiasm among health care professionals for digital health tools and availability of staff and equipment to support their use were identified as variables to enable health care professionals to successfully incorporate digital health tools into their practices. The experts identified a number of potential benefits of and barriers to use of digital health tools by patients and health care professionals. Experts agreed that both health care professionals and patients would need to be trained in the use of these new technologies.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusions</jats:title>
            <jats:p>These results provide guidance to the mental health field on how to optimize the development and deployment of digital health tools for patients with serious mental illness.</jats:p>
          </jats:sec>",https://doi.org/10.2196/mental.9777,CrossRef
Information Technology,User Support,Quantitative,"The Effect of Enterprise Resource Planning (ERP) System Implementation, User Training, and Management Support on User Satisfaction in Manufacturing Companies","<jats:p>This study examines the impact of Enterprise Resource Planning (ERP) system implementation, User Training, and Management Support on User Satisfaction within manufacturing companies. Using a quantitative approach, data were collected from 160 respondents and analyzed using Structural Equation Modeling-Partial Least Squares (SEM-PLS). The results indicate that all three factors—ERP system implementation, User Training, and Management Support—have a positive and significant effect on User Satisfaction. Among these, User Training emerged as the most influential factor, followed by Management Support and ERP system implementation. These findings underscore the critical role of human-centric factors in ensuring successful ERP adoption and highlight the importance of comprehensive training and strong management involvement. The study offers practical insights for organizations aiming to enhance user satisfaction with ERP systems, emphasizing the need for a holistic approach that integrates technical and human factors.</jats:p>",https://doi.org/10.58812/wsist.v2i02.1209,CrossRef
Information Technology,User Support,Quantitative,User Engagement Within an Online Peer Support Community (Depression Connect) and Recovery-Related Changes in Empowerment: Longitudinal User Survey,"<jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>The chronic nature of depression and limited availability of evidence-based treatments emphasize the need for complementary recovery-oriented services, such as peer support interventions (PSIs). Peer support is associated with positive effects on clinical and personal recovery from mental illness, but little is known about the processes of engagement that foster change, and studies targeting individuals with depression specifically are limited.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Objective</jats:title>
            <jats:p>This study aimed to evaluate whether the level of user engagement, assessed on several dimensions, in an online peer support community for individuals with depression promotes empowerment and the use of self-management strategies and reduces symptom severity and disability.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>In a longitudinal survey conducted from June 2019 to September 2020, we analyzed the data of the users of Depression Connect (DC), an online peer support community hosted by the Dutch Patient Association for Depression and the Pro Persona Mental Health Care institute, on measures of empowerment, self-management, depression, and disability. Of the 301 respondents, 49 (16.3%) respondents completed the survey again after 3 months and 74 (24.6%) respondents, after 6 months. Analysis of 3 parameters (ie, total time spent on the platform, number of page views, and number of posts) derived from their data logs yielded 4 engagement profiles. Linear mixed models were fitted to determine whether the outcomes had significantly changed over time and differed for the various profiles.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Baseline engagement with the online peer support community was “very low” (177/301, 58.8%) or “low” (87/301, 28.9%) for most of the participants, with few showing “medium” (30/301, 9.9%) or “high” engagement patterns (7/301, 2.3%), while user profiles did not differ in demographic and clinical characteristics. Empowerment, self-management, depressive symptoms, and disability improved over time, but none were associated with the intensity or nature of user engagement.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusions</jats:title>
            <jats:p>With most DC members showing very low to low engagement and only a few being identified as high-engaged users, it is likely that this flexibility in use frequency is what provides value to online PSI users. In other more formal supportive environments for depression, a certain level of engagement is predetermined either by their organizational or by their societal context; at DC, users can adapt the intensity and nature of their engagement to their current needs on their personal road to recovery. This study added to the current knowledge base on user engagement for PSIs because previous studies targeting depression with an online format focused on active users, precluding passive and flexible engagement. Future studies should explore the content and quality of the interactions in online PSIs to identify optimal user engagement as a function of current, self-reported clinical parameters and reasons to engage in the PSI.</jats:p>
          </jats:sec>",https://doi.org/10.2196/39912,CrossRef
Information Technology,User Support,Quantitative,Anwenderunterstützung bei der digitalisierten Produktionsplanung/User support in digital production planning,"<p>In der Produktionsplanung kommt vermehrt Simulationssoftware zum Einsatz, um Zeit und Kosten zu reduzieren. Viele Anwender benutzen die Programme allerdings nur gelegentlich. Aufgrund des relativ geringen Übungsgrades besteht ein hoher Bedarf an Unterstützung. In marktgängigen Softwarewerkzeugen sind jedoch bislang kaum wirksame Unterstützungsfunktionen implementiert. Basierend auf Anwenderbefragungen in Unternehmen innerhalb des europäischen Forschungsprojektes DREAM (simulation based application Decision support in Real-time for Efficient Agile Manufacturing) werden drei Konzepte für die Benutzerunterstützung vorgeschlagen.</p>
          <p>&amp;nbsp;</p>
          <p>Production planning is increasingly performed by the application of simulation software in order to reduce costs and time. But many users use this kind of software just occasionally. Due to this low level of usage, there is a great demand in support. For those software packages, useful and efficient support tools were not implemented until now. Based on surveys realized in some companies in the European project DREAM three different concepts of user support are suggested.</p>",https://doi.org/10.37544/1436-4980-2016-04-59,CrossRef
Information Technology,User Support,Qualitative,Public user innovation: exploring the support mechanisms and user roles in a public organisation,"<jats:sec><jats:title content-type=""abstract-subheading"">Purpose</jats:title><jats:p>This article expands literature on user innovation by exploring the mechanisms that support user innovations in the context of a public organisation. Research has hitherto documented support mechanisms for user innovation in producer companies, where users contribute in early or temporary innovation phases as external non-employees or lead-users engaged by the producer. Complementarily, this paper explores a lesser known area of support mechanisms, those that support internal user innovations in a public sector setting.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title><jats:p>Employing a qualitative study of a Norwegian public hospital at the interface between users (personnel and patients) and organisational support (facilitators who orchestrate user innovations), this article analyses in-house user innovation based on observations, text documentation and interviews over a four-year period.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Findings</jats:title><jats:p>In this public hospital, holistic organisational facilitation of “public user innovators” formed the key support mechanism built on “people” (facilitating co-creation), “process” (facilitating ideas, project realisation and implementation) and “coordination” (facilitating systems and communication). The findings show that public and producer organisational mechanisms both resemble and differ in many respects, as illustrated by the framework developed to describe these characteristics, such as that producers insource users, while the public organisation outsources production.</jats:p></jats:sec><jats:sec><jats:title content-type=""abstract-subheading"">Originality/value</jats:title><jats:p>The originality of the article lies in the identification and description of “public user innovation”, a new term developed from this study of a public organisation in contrast to the dominant literature on producer companies. This article contributes new insights by differentiating the roles of user innovators and the mechanisms that support such innovations. New implications are drawn from the public side of organisational support in user innovation research.</jats:p></jats:sec>",https://doi.org/10.1108/ejim-04-2022-0217,CrossRef
Information Technology,User Support,Qualitative,Integrating Key User Characteristics in User-Centered Design of Digital Support Systems for Seniors’ Physical Activity Interventions to Prevent Falls: Protocol for a Usability Study,"<jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>The goal of user-centered design (UCD) is to understand the users’ perspective and to use that knowledge to shape more effective solutions. The UCD approach provides insight into users’ needs and requirements and thereby improves the design of the developed services. However, involving users in the development process does not guarantee that feedback from different subgroups of users will shape the development in ways that will make the solutions more useful for the entire target user population.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Objective</jats:title>
            <jats:p>The aim of this study was to describe a protocol for systematic analysis and prioritization of feedback from user subgroups in the usability testing of a digital motivation support for fall-preventive physical activity (PA) interventions in seniors (aged 65 years and older). This protocol can help researchers and developers to systematically exploit feedback from relevant user subgroups in UCD.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>Gender, PA level, and level of technology experience have been identified in the literature to influence users’ experience and use of digital support systems for fall-preventive PA interventions in seniors. These 3 key user characteristics were dichotomized and used to define 8 (ie, 23) possible user subgroups. The presented method enables systematic tracking of the user subgroups’ contributions in iterative development. The method comprises (1) compilation of difficulties and deficiencies in the digital applications identified in usability testing, (2) clustering of the identified difficulties and deficiencies, and (3) prioritization of deficiencies to be rectified. Tracking user subgroup representation in the user feedback ensures that the development process is prioritized according to the needs of different subgroups. Mainly qualitative data collection methods are used.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>A protocol was developed to ensure that feedback from users representing all possible variants of 3 selected key user characteristics (gender, PA level, and level of technology experience) is considered in the iterative usability testing of a digital support for seniors’ PA. The method was applied in iterative usability testing of two digital applications during spring/summer 2018. Results from the study on the users’ experiences and the iterative modification of the digital applications are expected to be published during 2021.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusions</jats:title>
            <jats:p>Methods for systematic collection, analysis, and prioritization of feedback from user subgroups might be particularly important in heterogenous user groups (eg, seniors). This study can contribute to identifying and improving the understanding of potential differences between user subgroups of seniors in their use and experiences of digital support for fall-preventive PA interventions. This knowledge may be relevant for developing digital support systems that are appropriate, useful, and attractive to users and for enabling the design of digital support systems that target specific user subgroups (ie, tailoring of the support). The protocol needs to be further used and investigated in order to validate its potential value.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>International Registered Report Identifier (IRRID)</jats:title>
            <jats:p>RR1-10.2196/20061</jats:p>
          </jats:sec>",https://doi.org/10.2196/20061,CrossRef
Information Technology,User Support,Qualitative,Beyond formalized plans: User involvement in support in daily living – users’ and support workers’ experiences,"<jats:sec><jats:title>Background:</jats:title><jats:p> User involvement, based on respect and carried out through dialogue, has been shown to lead to increased self-respect, self-confidence and positive identity. In Sweden, the Social Service Act requires that interventions be designed and implemented together with the individual concerned. The basic criterion for social support is prolonged severe mental illness (usually at least 6 months), with no criteria for specific diagnosis or institutional history. The most common form of social support is ‘support in daily living’, a community care intervention for people aged 18 years or older who have their own homes and living arrangements. </jats:p></jats:sec><jats:sec><jats:title>Aim:</jats:title><jats:p> This article aims to deepen our understanding of user involvement at the individual level in the provision of an ongoing social work intervention. What elements of user involvement can be found in users’ and support workers’ descriptions of helpful support in daily living? </jats:p></jats:sec><jats:sec><jats:title>Method:</jats:title><jats:p> Qualitative interviews were conducted with 18 users, who had experienced support in daily living as helpful, and 16 interviews with the users’ support workers. </jats:p></jats:sec><jats:sec><jats:title>Results:</jats:title><jats:p> Three major, interconnected themes emerged: Constant dialogue; Framing the flexibility, in relation to formalized intervention plans and regulations; The importance of ‘small things’, decisions concerning daily life. </jats:p></jats:sec><jats:sec><jats:title>Conclusion:</jats:title><jats:p> Both users and support workers described user involvement at the individual, micro-level to be an integral part of helpful support in daily living. It was possible to create a space for dialogue and co-creation in which users were involved in formulating and deciding the contents of their support at an informal level, to influence their own everyday lives. While a formal framework of rules, restrictions and plans surrounds meetings between users and professionals, a facilitating factor may be the absence of too detailed plans and regulations, leaving trust to users and professionals and their capacity to manage most of the choices they have to make. </jats:p></jats:sec>",https://doi.org/10.1177/0020764019894603,CrossRef
Information Technology,User Support,Qualitative,WEARABLES IN LONG-TERM DEMENTIA RESEARCH: A MIXED METHOD STUDY OF USER EXPERIENCES AND SUPPORT NEEDS,"<jats:title>Abstract</jats:title>
               <jats:p>Passive wearables data collection may be specifically beneficial to aging research featuring dementia populations, who have caregiving and cognitive burdens that can make study participation and reliable data collection more difficult, especially as dementia progresses. This three-phase project aims to inform best practice recommendations to enhance recruitment and adherence in long-term wearables research featuring this population. Based on our systematic review and preliminary in-house data testing, we selected three wearables offering different capabilities and form (from Garmin, Pulse HR, and AngelSense) to test real world usability, data quality, and support needs. This is the first study to recruit persons living with dementia and their caregivers to evaluate multiple devices outside of a laboratory or focus group setting (N=12 dyads). The person living with dementia assented to wearing each wearable for two weeks. Their caregiver rated many facets of each device following its use with the Quebec User Evaluation of Satisfaction with Assistive Technology measure. Open-ended questions and a cumulative semi-structured interview provided context and in-depth comparative perspectives of their experiences in the study. Wearable durability, simplicity, and data availability/monitoring capacity were important to participant favorability and adherence. Technical help and check-ins were also deemed highly valuable. Data indicate how the devices suited the dyads’ needs or caused issues, as well as how study staff could better support ongoing use. Collectively, our findings suggest ideal criteria to guide wearable selection and key protocol factors that can enhance participant recruitment and adherence in long-term dementia research.</jats:p>",https://doi.org/10.1093/geroni/igae098.3187,CrossRef
Information Technology,User Support,Qualitative,Analyzing User Costs In a Hospital: Methodological Implication of Space Syntax to Support Whole-life Target Value Design,"<jats:p>Research Hypothesis:  H1: Space Syntax analysis can be used to simulate a user’s experience and movement for investigating design alternatives in the design of healthcare facilities.  H2: Space Syntax can efficiently be used to support Whole-life Target Value Design (TVD).  Purpose: This paper investigates a methodological implication of Space Syntax to Whole- life TVD in the design of healthcare facilities.  Research Design/Method: Three hypothetical hospital ward design alternatives are selected – shallow-plan, deep-plan, and courtyard-plan type – to analyze user costs in hospital design to determine which alternative is the most cost-efficient. These three hypothetical design alternatives are evaluated using a Space Syntax program, and then the findings are interpreted to determine user costs.  Findings: The study finds that the deep-plan type has four “low” scores, the shallow-plan type has three “high” and one “medium” score, and the courtyard type has two “high” scores and two “medium” scores. Thus, the deep-plan type is determined to be the lowest user cost type, and the shallow-plan type is expected to have the highest user costs.  Limitations: User costs are discussed in qualitative basis such as high, medium, or low with proportion to the simulation due to the lack of empirical evidence in financial value.  Implications: Space Syntax assures valid results of spatial analysis in relation to users’ movement within the built environment.  Value for practitioners: Space Syntax allows designers to visually compare design alternatives relating to space planning during set-based design using spatial analysis applications.</jats:p>",https://doi.org/10.60164/a7g7i1d4c,CrossRef
Information Technology,User Support,Mixed Methods,"Reaction or Speculation: Building Computational Support for Users in
  Catching-Up Series Based on an Emerging Media Consumption Phenomenon","A growing number of people are using catch-up TV services rather than
watching simultaneously with other audience members at the time of broadcast.
However, computational support for such catching-up users has not been well
explored. In particular, we are observing an emerging phenomenon in online
media consumption experiences in which speculation plays a vital role. As the
phenomenon of speculation implicitly assumes simultaneity in media consumption,
there is a gap for catching-up users, who cannot directly appreciate the
consumption experiences. This conversely suggests that there is potential for
computational support to enhance the consumption experiences of catching-up
users. Accordingly, we conducted a series of studies to pave the way for
developing computational support for catching-up users. First, we conducted
semi-structured interviews to understand how people are engaging with
speculation during media consumption. As a result, we discovered the
distinctive aspects of speculation-based consumption experiences in contrast to
social viewing experiences sharing immediate reactions that have been discussed
in previous studies. We then designed two prototypes for supporting catching-up
users based on our quantitative analysis of Twitter data in regard to reaction-
and speculation-based media consumption. Lastly, we evaluated the prototypes in
a user experiment and, based on its results, discussed ways to empower
catching-up users with computational supports in response to recent
transformations in media consumption.",http://arxiv.org/abs/2102.06422v1,arXiv
Information Technology,User Support,Mixed Methods,"Questionnaires and Qualitative Feedback Methods to Measure User
  Experience in Mixed Reality","Evaluating the user experience of a software system is an essential final
step of every research. Several concepts such as flow, affective state,
presences, or immersion exist to measure user experience. Typical measurement
techniques analyze physiological data, gameplay data, and questionnaires.
Qualitative feedback methods are another approach to collect detailed user
insights. In this position paper, we will discuss how we used questionnaires
and qualitative feedback methods in previous mixed reality work to measure user
experience. We will present several measurement examples, discuss their current
limitations, and provide guideline propositions to support comparable mixed
reality user experience research in the future.",http://arxiv.org/abs/2104.06221v1,arXiv
Information Technology,User Support,Mixed Methods,A Framework To Improve User Story Sets Through Collaboration,"Agile methodologies have become increasingly popular in recent years. Due to
its inherent nature, agile methodologies involve stakeholders with a wide range
of expertise and require interaction between them, relying on collaboration and
customer involvement. Hence, agile methodologies encourage collaboration
between all team members so that more efficient and effective processes are
maintained. Generating requirements can be challenging, as it requires the
participation of multiple stakeholders who describe various aspects of the
project and possess a shared understanding of essential concepts. One simple
method for capturing requirements using natural language is through user
stories, which document the agreed-upon properties of a project. Stakeholders
try to strive for completeness while generating user stories, but the final
user story set may still be flawed. To address this issue, we propose SCOUT:
Supporting Completeness of User Story Sets, which employs a natural language
processing pipeline to extract key concepts from user stories and construct a
knowledge graph by connecting related terms. The knowledge graph and different
heuristics are then utilized to enhance the quality and completeness of the
user story sets by generating suggestions for the stakeholders. We perform a
user study to evaluate SCOUT and demonstrate its performance in constructing
user stories. The quantitative and qualitative results indicate that SCOUT
significantly enhance the quality and completeness of the user story sets. Our
contribution is threefold. First, we develop heuristics to suggest new concepts
to include in user stories by considering both the individuals' and other team
members' contributions. Second, we implement an open-source collaborative tool
to support writing user stories and ensuring their quality. Third, we share the
experimental setup and materials.",http://arxiv.org/abs/2301.10070v1,arXiv
Information Technology,User Support,Mixed Methods,"Exploring User Acceptance Of Portable Intelligent Personal Assistants: A
  Hybrid Approach Using PLS-SEM And fsQCA","This research explores the factors driving user acceptance of Rabbit R1, a
newly developed portable intelligent personal assistant (PIPA) that aims to
redefine user interaction and control. The study extends the technology
acceptance model (TAM) by incorporating artificial intelligence-specific
factors (conversational intelligence, task intelligence, and perceived
naturalness), user interface design factors (simplicity in information design
and visual aesthetics), and user acceptance and loyalty. Using a purposive
sampling method, we gathered data from 824 users in the US and analyzed the
sample through partial least squares structural equation modeling (PLS-SEM) and
fuzzy set qualitative comparative analysis (fsQCA). The findings reveal that
all hypothesized relationships, including both direct and indirect effects, are
supported. Additionally, fsQCA supports the PLS-SEM findings and identifies
three configurations leading to high and low user acceptance. This research
enriches the literature and provides valuable insights for system designers and
marketers of PIPAs, guiding strategic decisions to foster widespread adoption
and long-term engagement.",http://arxiv.org/abs/2408.17119v1,arXiv
Information Technology,User Support,Mixed Methods,"PromptCharm: Text-to-Image Generation through Multi-modal Prompting and
  Refinement","The recent advancements in Generative AI have significantly advanced the
field of text-to-image generation. The state-of-the-art text-to-image model,
Stable Diffusion, is now capable of synthesizing high-quality images with a
strong sense of aesthetics. Crafting text prompts that align with the model's
interpretation and the user's intent thus becomes crucial. However, prompting
remains challenging for novice users due to the complexity of the stable
diffusion model and the non-trivial efforts required for iteratively editing
and refining the text prompts. To address these challenges, we propose
PromptCharm, a mixed-initiative system that facilitates text-to-image creation
through multi-modal prompt engineering and refinement. To assist novice users
in prompting, PromptCharm first automatically refines and optimizes the user's
initial prompt. Furthermore, PromptCharm supports the user in exploring and
selecting different image styles within a large database. To assist users in
effectively refining their prompts and images, PromptCharm renders model
explanations by visualizing the model's attention values. If the user notices
any unsatisfactory areas in the generated images, they can further refine the
images through model attention adjustment or image inpainting within the rich
feedback loop of PromptCharm. To evaluate the effectiveness and usability of
PromptCharm, we conducted a controlled user study with 12 participants and an
exploratory user study with another 12 participants. These two studies show
that participants using PromptCharm were able to create images with higher
quality and better aligned with the user's expectations compared with using two
variants of PromptCharm that lacked interaction or visualization support.",http://arxiv.org/abs/2403.04014v1,arXiv
Information Technology,User Support,Design and Development,Theory-based habit modeling for enhancing behavior prediction in behavior change support systems,"<jats:title>Abstract</jats:title><jats:p>Psychological theories of habit posit that when a strong habit is formed through behavioral repetition, it can trigger behavior automatically in the same environment. Given the reciprocal relationship between habit and behavior, changing lifestyle behaviors is largely a task of breaking old habits and creating new and healthy ones. Thus, representing users’ habit strengths can be very useful for behavior change support systems, for example, to predict behavior or to decide when an intervention reaches its intended effect. However, habit strength is not directly observable and existing self-report measures are taxing for users. In this paper, building on recent computational models of habit formation, we propose a method to enable intelligent systems to compute habit strength based on observable behavior. The hypothesized advantage of using computed habit strength for behavior prediction was tested using data from two intervention studies on dental behavior change (<jats:inline-formula><jats:alternatives><jats:tex-math>$$N = 36$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>N</mml:mi><mml:mo>=</mml:mo><mml:mn>36</mml:mn></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>and<jats:inline-formula><jats:alternatives><jats:tex-math>$$N = 75$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>N</mml:mi><mml:mo>=</mml:mo><mml:mn>75</mml:mn></mml:mrow></mml:math></jats:alternatives></jats:inline-formula>), where we instructed participants to brush their teeth twice a day for three weeks and monitored their behaviors using accelerometers. The results showed that for the task of predicting future brushing behavior, the theory-based model that computed habit strength achieved an accuracy of 68.6% (Study 1) and 76.1% (Study 2), which outperformed the model that relied on self-reported behavioral determinants but showed no advantage over models that relied on past behavior. We discuss the implications of our results for research on behavior change support systems and habit formation.</jats:p>",https://doi.org/10.1007/s11257-022-09326-x,CrossRef
Information Technology,User Support,Design and Development,Personalized home-care support for the elderly: a field experience with a social robot at home,"<jats:title>Abstract</jats:title><jats:p>Socially assistive robotics (SAR) is getting a lot of attention for its potential in assisting elderly users. However, for robotic assistive applications to be effective, they need to satisfy the particular needs of each user and be well perceived. For this purpose, a personalization based on user’s characteristics such as personality and cognitive profile, and their dynamic changes is a crucial factor. Moreover, most of the existing solutions rely on the availability of specific technological infrastructures, generally requiring high economic investment, and that cannot be easily placed in different environments. Personalization and adaptation of assistive robotics applications to different user’s characteristics and needs, and even to different technological environments, are still not fully addressed in real environments. In the present work, the results of the UPA4SAR project are presented. The project aimed at providing a social robotic system to deliver assistive tasks for home care of patients with mild cognitive impairment in a personalized and adaptive way. We introduce the general architecture of the system and the developed robotic behaviors. Personalization and dynamic adaptation of assistive tasks are realized using a service-oriented approach by taking into account both user’s characteristics and environmental dynamic conditions. Field experimentation of the project was carried out with 7 patients, using the robotic system autonomously running in their homes for a total of 118 days. Results showed a reliable functioning of the proposed robotic system, a generally positive reaction, and a good acceptability rate from patients.</jats:p>",https://doi.org/10.1007/s11257-022-09333-y,CrossRef
